Item type,Authors,Editors,Title,Journal,Full journal,Publication year,Volume,Issue,Pages,Folders filed in,Labels filed in,Institution,Number,Edition,Publisher,Address,Book title,Website name,Patent title,Proceedings title,Conference,Conference location,Conference date,Date published,Date accessed,ISBN,ISBN (alt.),ISSN,ISSN (alt.),LCCN,URLs,DOI,PMID,Arxiv ID,Associated DOI,PMC ID,Abstract,Keywords,Notes,Affiliation,Language,Sub-type,Series,Series number,Series editors,Original title,Archive prefix,Eprint ID,Primary class,Chapter,Pages cited,Page count,Volume count,Advisor,School,Department,Degree,Source,How published,Inventors,Assignee,Issuing authority,Patent number,Date filed,Type of patent,Issuing office full name,Application number,Event name,Event place,Presenter,Date,Date of the event,Dataset name,Dataset author(s),Dataset URL,Dataset DOI,Recipient,Performers,Date released,Sender,Title of the reviewed item,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Book,"O'Brian J,White P",,"Beyond Wilderness: The Group of Seven, Canadian Identity, and Contemporary Art",,,2017,,,,,,,,,McGill-Queen's Press - MQUP,,,,,,,,,1/15/2017,,9.78077E+12,,,,,https://play.google.com/store/books/details?id=rzhDDwAAQBAJ,,,,,,"\The great purpose of landscape art is to make us at home in our own country\"" was the nationalist maxim motivating the Group of Seven's artistic project. The empty landscape paintings of the Group played a significant role in the nationalization of nature in Canada", particularly in the development of ideas about northernness, wilderness," and identity. In Beyond Wilderness contributors pick up where the Group of Seven left off. They demonstrate that since the 1960s a growing body of both art and critical writing has looked \""beyond wilderness\"" to re-imagine landscape in a world of vastly altered political", technological, and environmental circumstances. By emphasizing social relationships, changing identity politics, and issues of colonial power and dispossession, contemporary artists have produced landscape art that explores what was absent in the work of their predecessors. Beyond Wilderness expands the public understanding of Canadian landscape representation, tracing debates about the place of landscape in Canadian art and the national imagination through the twentieth century to the present. Critical writings from both contemporary and historically significant curators, historians, feminists, media theorists, and cultural critics and exactingly reproduced artworks by contemporary and historical artists are brought together in productive dialogue. Beyond Wilderness explains why landscape art in Canada had to be reinvented, and what forms the reinvention took. Contributors include Benedict Anderson (Cornell), Grant Arnold (Vancouver Art Gallery). Rebecca Belmore, Jody Berland (York), Eleanor Bond (Concordia), Jonathan Bordo (Trent), Douglas Cole, Marlene Creates, Marcia Crosby (Malaspina), Greg Curnoe, Ann Davis (Nickle Arts Museum), Leslie Dawn (Lethbridge), Shawna Dempsey, Christos Dikeakos, Peter Doig, Rosemary Donegan (OCAD), Stan Douglas, Paterson Ewen, Robert Fones, Northrop Frye, Robert Fulford, General Idea, Rodney Graham, Reesa Greenberg, Gu Xiong (British Columbia), Cole Harris (British Columbia), Richard William Hill (Middlesex), Robert Houle, Andrew Hunter (Waterloo), Lynda Jessup (Queen's), Zacharias Kunuk (Igloolik Isuma Productions), Johanne Lamoureux (Montréal), Robert Linsley (Waterloo), Barry Lord (Lord Cultural Resources), Marshall McLuhan, Mike MacDonald, Liz Magor (ECIAD), Lorri Millan, Gerta Moray (Guelph), Roald Nasgaard (Florida State), N.E. Thing Company, Carol Payne (Carleton), Edward Poitras, Dennis Reid (Art Gallery of Ontario), Michel Saulnier, Nancy Shaw (Simon Fraser), Johanne Sloan (Concordia), Michael Snow, Robert Stacey, David Thauberger, Loretta Todd, Esther Trépanier (Québec), Dot Tuer (OCAD), Christopher Varley, Jeff Wall, Paul H. Walton (McMaster), Mel Watkins (Toronto), Scott Watson (British Columbia), Anne Whitelaw (Alberta), Joyce Wieland, Jin-me Yoon (Simon Fraser), Lawrence Paul Yuxweluptun," and Joyce Zemans (York).""",,,,en,,,,,,,,,,,408
Miscellaneous,"Pursell C,Edwards PN",,The Closed World: Computers and the Politics of Discourse in Cold War America,The American Historical Review,,1998,103,1,298,,,,,,,,,,,,,,,1998,,,,,,,http://dx.doi.org/10.2307/2650963,10.2307/2650963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Book Chapter,Edwards PN,,Why Build Computers?: The Military Role in Computer Research,,,1997,,,43-74,Theory and History of Media Technology,,,,,,,The Closed World Computers and the Politics of Discourse in Cold War America,,,,,,,1997-08,,9.78026E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Journal Article,Furuhata Y,,Multimedia Environments and Security Operations: Expo ′70 as a Laboratory of Governance,Grey Room,Grey Room,2014,54,,56-79,Theory and History of Media Technology,,,,,MIT Press,,,,,,,,,1/1/2014,,,,1526-3819,,,https://doi.org/10.1162/GREY_a_00132;http://dx.doi.org/10.1162/GREY_a_00132,10.1162/GREY_a_00132,,,,,,,doi: 10.1162/GREY_a_00132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Book Chapter,Spigel L,,The Suburban Home Companion: Television and the Neighborhood Ideal in Postwar America,,,2001,,,30-59,Theory and History of Media Technology,,,,,,,Welcome to the Dreamhouse: Popular Media and Postwar Suburbs,,,,,,,2001,,9.78082E+12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Book,Katherine Hayles N,,How We Think: Digital Media and Contemporary Technogenesis,,,2012,,,,Theory and History of Media Technology,,,,,University of Chicago Press,,,,,,,,,6/5/2012,,9.78023E+12,,,,,https://play.google.com/store/books/details?id=737PygAACAAJ,,,,,,"“How do we think?” N. Katherine Hayles poses this question at the beginning of this bracing exploration of the idea that we think through, with, and alongside media. As the age of print passes and new technologies appear every day, this proposition has become far more complicated, particularly for the traditionally print-based disciplines in the humanities and qualitative social sciences. With a rift growing between digital scholarship and its print-based counterpart, Hayles argues for contemporary technogenesis—the belief that humans and technics are coevolving—and advocates for what she calls comparative media studies, a new approach to locating digital work within print traditions and vice versa. Hayles examines the evolution of the field from the traditional humanities and how the digital humanities are changing academic scholarship, research, teaching, and publication. She goes on to depict the neurological consequences of working in digital media, where skimming and scanning, or “hyper reading,” and analysis through machine algorithms are forms of reading as valid as close reading once was. Hayles contends that we must recognize all three types of reading and understand the limitations and possibilities of each. In addition to illustrating what a comparative media perspective entails, Hayles explores the technogenesis spiral in its full complexity. She considers the effects of early databases such as telegraph code books and confronts our changing perceptions of time and space in the digital age, illustrating this through three innovative digital productions—Steve Tomasula’s electronic novel, TOC; Steven Hall’s The Raw Shark Texts; and Mark Z. Danielewski’s Only Revolutions. Deepening our understanding of the extraordinary transformative powers digital technologies have placed in the hands of humanists, How We Think presents a cogent rationale for tackling the challenges facing the humanities today.",,,,en,,,,,,,,,,,294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Journal Article,Thompson EP,,"Time, Work-Discipline, and Industrial Capitalism",Past Present,Past & present,1967,,38,56-97,Theory and History of Media Technology,,,,,"[Oxford University Press, The Past and Present Society]",,,,,,,,,1967,,,,0031-2746,1477-464X,,http://www.jstor.org/stable/649749;https://www.jstor.org/stable/649749;https://www.jstor.org/stable/649749?seq=1&cid=pdf-reference#references_tab_contents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Journal Article,Galison P,,Einstein's Clocks: The Place of Time,Crit. Inq.,Critical inquiry,2000,26,2,355-389,Theory and History of Media Technology,,,,,The University of Chicago Press,,,,,,,,,2000,,,,0093-1896,1539-7858,,http://www.jstor.org/stable/1344127;https://www.jstor.org/stable/1344127;https://www.jstor.org/stable/1344127?seq=1&cid=pdf-reference#references_tab_contents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Book,Marvin C,,When Old Technologies Were New: Thinking about Electric Communication in the Late Nineteenth Century,,,1988,,,,Theory and History of Media Technology,,,,,Oxford University Press,,,,,,,,,1988,,9.7802E+12,,,,,https://play.google.com/store/books/details?id=RW8sDwAAQBAJ;https://books.google.com/books?hl=en&lr=&id=RW8sDwAAQBAJ&oi=fnd&pg=PP10&dq=Old+Technologies+Were+New+Thinking+Electric+Communication+Late+Nineteenth+Century+Marvin&ots=VrpbgPDIMn&sig=fO3uhbUNyMpLvNBn5Nqh6K8qgf4;https://repository.upenn.edu/cgi/viewcontent.cgi?article=1628&context=asc_papers,,,,,,"In the history of electronic communication, the last quarter of the nineteenth century holds a special place, for it was during this period that the telephone, phonograph, electric light, wireless, and cinema were all invented. In When old Technologies Were New, Carolyn Marvin explores how two of these new inventions--the telephone and the electric light--were publicly envisioned at the end of the nineteenth century, as seen in specialized engineering journals and popular media. Marvin pays particular attention to the telephone, describing how it disrupted established social relations, unsettling customary ways of dividing the private person and family from the more public setting of the community. On the lighter side, she describes how people spoke louder when calling long distance, and how they worried about catching contagious diseases over the phone. A particularly powerful chapter deals with telephonic precursors of radio broadcasting--the \Telephone Herald\"" in New York and the \""Telefon Hirmondo\"" of Hungary--and the conflict between the technological development of broadcasting and the attempt to impose a homogenous", ethnocentric variant of Anglo-Saxon culture on the public. While focusing on the way professionals in the electronics field tried to control the new media, Marvin also illuminates the broader social impact, presenting a wide-ranging, informative," and entertaining account of the early years of electronic media.""",,,,en,,,,,,,,,,,269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Book,"Kittler F,Enns A",,Optical media: Berlin lectures 1999,,,2010,,,,Theory and History of Media Technology,,,,,Polity Press,,,,,,,,,1/7/2010,,9.78075E+12,,,,,https://play.google.com/store/books/details?id=PUdSAQAAIAAJ,,,,,,"This major new book provides a concise history of optical media from Renaissance linear perspective to late twentieth-century computer graphics. Kittler begins by looking at European painting since the Renaissance in order to discern the principles according to which modern optical perception was organized. He also discusses the development of various mechanical devices, such as the camera obscura and the laterna magica, which were closely connected to the printing press and which played a pivotal role in the media war between the Reformation and the Counter-Reformation. After examining this history, Kittler then addresses the ways in which images were first stored and made to move, through the development of photography and film. He discusses the competitive relationship between photography and painting as well as between film and theater, as innovations like the Baroque proscenium or \picture-frame\"" stage evolved from elements that would later constitute cinema. The central question", however, is the impact of film on the ancient monopoly of writing, as it not only provoked new forms of competition for novelists but also fundamentally altered the status of books. In the final section, Kittler examines the development of electrical telecommunications and electronic image processing from television to computer simulations. In short," this book provides a comprehensive introduction to the history of image production that is indispensable for anyone wishing to understand the prevailing audiovisual conditions of contemporary culture.""",,,,en,,,,,,,,,,,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Journal Article,Krämer S,,The Cultural Techniques of Time Axis Manipulation: On Friedrich Kittler’s Conception of Media,"Theory, Culture & Society","Theory, Culture & Society",2006,23,8-Jul,93-109,Theory and History of Media Technology,,,,,SAGE Publications Ltd,,,,,,,,,12/1/2006,,,,0263-2764,,,https://doi.org/10.1177/0263276406069885;http://dx.doi.org/10.1177/0263276406069885,10.1177/0263276406069885,,,,,"The originality of Kittler is not his preference for technical media, but his insight in the linking of media with the technique of time axis manipulation. The most elementary experience in human existence is the irreversibility of the flow of time. Technology provides a means for channeling this irreversibility. Media are practices that use strategies of spatialization to enable one to manipulate the order of things that progress in time by transforming singular events in reproducible data. Human bodies cannot be seen as media because they are subject to the linearity of time. Are media a priori functioning universals for Friedrich Kittler? The answer is: no. Media history has a beginning (writing) and an end (computer).",,doi: 10.1177/0263276406069885,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Journal Article,Sharma S,,Exit and the Extensions of Man,Transmediale Online Journal,,2017,,,,Theory and History of Media Technology,,,,,,,,,,,,,,8/5/2017,,,,,,,https://transmediale.de/content/exit-and-the-extensions-of-man,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Book,"Ong WJ,Hartley J",,Orality and Literacy: The Technologizing of the Word,,,2012,,,,,,,,,Routledge,,,,,,,,,2012,,9.78042E+12,,,,,https://play.google.com/store/books/details?id=sdVztgAACAAJ,,,,,,"Walter J. Ong's classic work provides a fascinating insight into the social effects of oral, written, printed and electronic technologies, and their impact on philosophical, theological, scientific and literary thought. This thirtieth anniversary edition - coinciding with Ong's centenary year - reproduces his best-known and most influential book in full and brings it up to date with two new exploratory essays by cultural writer and critic John Hartley. Hartley provides: A scene-setting chapter that situates Ong's work within the historical and disciplinary context of post-war Americanism and the rise of communication and media studies; A closing chapter that follows up Ong's work on orality and literacy in relation to evolving media forms, with a discussion of recent criticisms of Ong's approach, and an assessment of his concept of the 'evolution of consciousness'; Extensive references to recent scholarship on orality, literacy and the study of knowledge technologies, tracing changes in how we know what we know. These illuminating essays contextualize Ong within recent intellectual history, and display his work's continuing force in the ongoing study of the relationship between literature and the media, as well as that of psychology, education and sociological thought.",,,,en,,,,,,,,,,,232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Journal Article,Siegert B,,The map is the territory,Radical Philosophy,,2011,,169,13-16,Theory and History of Media Technology,,,,,,,,,,,,,,September/October 2011,,,,,,,https://www.radicalphilosophy.com/article/the-map-is-the-territory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Book Chapter,,Berland J,Space at the Margins: Colonial Spatiality and Critical Theory after Innis,,,2009,7,,65-97,Theory and History of Media Technology,,,,,Duke University Press,,North of Empire,,,,,,,2009,,9.78082E+12,9.78082E+12,,,,https://read.dukeupress.edu/books/book/1108/chapter/153512/space-at-the-margins-colonial-spatiality-and;http://dx.doi.org/10.1215/9780822388661-003,10.1215/9780822388661-003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Book,Innis HA,,The Bias of Communication,,,2008,,,,Theory and History of Media Technology,,,,,University of Toronto Press,,,,,,,,,1/1/2008,,9.7808E+12,,,,,https://play.google.com/store/books/details?id=egwZyS26booC,,,,,,"One of the most influential books ever published in Canada, Harold A. Innis's The Bias of Communication has played a major part in reshaping our understanding of history, communication, and media theory. First published in 1951, this masterful collection of essays explores the relationship between a society's communication media and that community's ability to maintain control over its development. Innis considers political and economic forces in the context of social change and the role of communication in the creation of both ancient and modern empires. In an essay for this new edition, Innis biographer Alexander John Watson examines the reasons why Innis, at the height of his success as an economic historian, embarked on new research areas of communications and empire, as well as the ways in which Marshall McLuhan's interpretations of Innis changed and de-politicized Innis's work. As important today as it was when first published, The Bias of Communication is essential reading for historians and scholars of communication and media studies.",,,,en,,,,,,,,,,,226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Book,"Daston L,Galison P",,Objectivity,,,2007,,,,Research in Information,,,,,Zone Books,,,,,,,,,2007,,9.78189E+12,,,,,https://play.google.com/store/books/details?id=H88tAAAAYAAJ,,,,,,"Objectivity has a history, and it is full of surprises. In Objectivity, Lorraine Daston and Peter Galison chart the emergence of objectivity in the mid-nineteenth-century sciences--and show how the concept differs from its alternatives, truth-to-nature and trained judgment. This is a story of lofty epistemic ideals fused with workaday practices in the making of scientific images. From the eighteenth through the early twenty-first centuries, the images that reveal the deepest commitments of the empirical sciences--from anatomy to crystallography--are those featured in scientific atlases, the compendia that teach practitioners what is worth looking at and how to look at it. Galison and Daston use atlas images to uncover a hidden history of scientific objectivity and its rivals. Whether an atlas maker idealizes an image to capture the essentials in the name of truth-to-nature or refuses to erase even the most incidental detail in the name of objectivity or highlights patterns in the name of trained judgment is a decision enforced by an ethos as well as by an epistemology. As Daston and Galison argue, atlases shape the subjects as well as the objects of science. To pursue objectivity--or truth-to-nature or trained judgment--is simultaneously to cultivate a distinctive scientific self wherein knowing and knower converge. Moreover, the very point at which they visibly converge is in the very act of seeing not as a separate individual but as a member of a particular scientific community. Embedded in the atlas image, therefore, are the traces of consequential choices about knowledge, persona, and collective sight. Objectivity is a book addressed to anyone interested in the elusive and crucial notion of objectivity-- and in what it means to peer into the world scientifically. Lorraine Daston is Director at the Max Planck Institute for the History of Science in Berlin, Germany. She is the coauthor of Wonders and the Order of Nature, 1150-1750 and the editor of Things That Talk: Object Lessons from Art and Science (both Zone Books). Peter Galison is Pellegrino University Professor of the History of Science and of Physics at Harvard University. He is the author of Einstein's Clocks, Poincaré's Maps: Empires of Time, How Experiments End, and Image and Logic: A Material Culture of Microphysics, and other books, and coeditor (with Emily Thompson) of The Architecture of Science (MIT Press, 1999).",,,,en,,,,,,,,,,,501,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Book,Ahmed S,,"Queer Phenomenology: Orientations, Objects, Others",,,2006,,,,Research in Information,Queer Studies,,,,Duke University Press,,,,,,,,,12/4/2006,,9.78082E+12,,,,,https://play.google.com/store/books/details?id=sQY1RWdUW0AC,,,,,,"In this groundbreaking work, Sara Ahmed demonstrates how queer studies can put phenomenology to productive use. Focusing on the “orientation” aspect of “sexual orientation” and the “orient” in “orientalism,” Ahmed examines what it means for bodies to be situated in space and time. Bodies take shape as they move through the world directing themselves toward or away from objects and others. Being “orientated” means feeling at home, knowing where one stands, or having certain objects within reach. Orientations affect what is proximate to the body or what can be reached. A queer phenomenology, Ahmed contends, reveals how social relations are arranged spatially, how queerness disrupts and reorders these relations by not following the accepted paths, and how a politics of disorientation puts other objects within reach, those that might, at first glance, seem awry.Ahmed proposes that a queer phenomenology might investigate not only how the concept of orientation is informed by phenomenology but also the orientation of phenomenology itself. Thus she reflects on the significance of the objects that appear—and those that do not—as signs of orientation in classic phenomenological texts such as Husserl’s Ideas. In developing a queer model of orientations, she combines readings of phenomenological texts—by Husserl, Heidegger, Merleau-Ponty, and Fanon—with insights drawn from queer studies, feminist theory, critical race theory, Marxism, and psychoanalysis. Queer Phenomenology points queer theory in bold new directions.",,,,en,,,,,,,,,,,223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Book,Tsing AL,,The Mushroom at the End of the World: On the Possibility of Life in Capitalist Ruins,,,2017,,,,Research in Information,,,,,Princeton University Press,,,,,,,,,9/19/2017,,9.78069E+12,,,,,https://play.google.com/store/books/details?id=y3KYDwAAQBAJ,,,,,,"Matsutake is the most valuable mushroom in the world—and a weed that grows in human-disturbed forests across the northern hemisphere. Through its ability to nurture trees, matsutake helps forests to grow in daunting places. It is also an edible delicacy in Japan, where it sometimes commands astronomical prices. In all its contradictions, matsutake offers insights into areas far beyond just mushrooms and addresses a crucial question: what manages to live in the ruins we have made? A tale of diversity within our damaged landscapes, The Mushroom at the End of the World follows one of the strangest commodity chains of our times to explore the unexpected corners of capitalism. Here, we witness the varied and peculiar worlds of matsutake commerce: the worlds of Japanese gourmets, capitalist traders, Hmong jungle fighters, industrial forests, Yi Chinese goat herders, Finnish nature guides, and more. These companions also lead us into fungal ecologies and forest histories to better understand the promise of cohabitation in a time of massive human destruction.By investigating one of the world's most sought-after fungi, The Mushroom at the End of the World presents an original examination into the relation between capitalist destruction and collaborative survival within multispecies landscapes, the prerequisite for continuing life on earth.",,,,en,,,,,,,,,,,352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Book,Williams R,,Television: Technology and Cultural Form,,,2003,,,,Theory and History of Media Technology,,,,,Psychology Press,,,,,,,,,2003,,9.78042E+12,,,,,https://play.google.com/store/books/details?id=52rC7cqfPPEC,,,,,,"Television: Technology and Cultural Form was first published in 1974, long before the dawn of multi-channel TV, or the reality and celebrity shows that now pack the schedules. Yet Williams' analysis of television's history, its institutions, programmes and practices, and its future prospects, remains remarkably prescient. Williams stresses the importance of technology in shaping the cultural form of television, while always resisting the determinism of McLuhan's dictum that 'the medium is the message'. If the medium really is the message, Williams asks, what is left for us to do or say? Williams argues that, on the contrary, we as viewers have the power to disturb, disrupt and to distract the otherwise cold logic of history and technology - not just because television is part of the fabric of our daily lives, but because new technologies continue to offer opportunities, momentarily outside the sway of transnational corporations or the grasp of media moguls, for new forms of self and political expression.",,,,en,,,,,,,,,,,172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Book,"McLuhan M,Mcluhan MA",,Understanding Media: The Extensions of Man,,,1994,,,,Theory and History of Media Technology,,,,,"Cambridge, Mass.",,,,,,,,,1994,,9.78026E+12,,,,,https://play.google.com/store/books/details?id=8qwsXkmjEWUC,,,,,,"Terms and phrases such as \the global village\"" and \""the medium is the message\"" are now part of the lexicon"," and McLuhan's theories continue to challenge our sensibilities and our assumptions about how and what we communicate. This reissue of Understanding Media marks the thirtieth anniversary (1964-1994) of Marshall McLuhan's classic expose on the state of the then emerging phenomenon of mass media. Terms and phrases such as \""the global village\"" and \""the medium is the message\"" are now part of the lexicon", and McLuhan's theories continue to challenge our sensibilities and our assumptions about how and what we communicate. There has been a notable resurgence of interest in McLuhan's work in the last few years, fueled by the recent and continuing conjunctions between the cable companies and the regional phone companies, the appearance of magazines such as WiRed, and the development of new media models and information ecologies, many of which were spawned from MIT's Media Lab. In effect, media now begs to be redefined. In a new introduction to this edition of Understanding Media," Harper's editor Lewis Lapham reevaluates McLuhan's work in the light of the technological as well as the political and social changes that have occurred in the last part of this century.""",,,,en,,,,,,,,,,,365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Book,Hicks M,,Programmed Inequality: How Britain Discarded Women Technologists and Lost Its Edge in Computing,,,2017,,,,Theory and History of Media Technology,,,,,MIT Press,,,,,,,,,1/27/2017,,9.78026E+12,,,,,https://play.google.com/store/books/details?id=_igTDgAAQBAJ,,,,,,"How Britain lost its early dominance in computing by systematically discriminating against its most qualified workers: women.In 1944, Britain led the world in electronic computing. By 1974, the British computer industry was all but extinct. What happened in the intervening thirty years holds lessons for all postindustrial superpowers. As Britain struggled to use technology to retain its global power, the nation's inability to manage its technical labor force hobbled its transition into the information age. In Programmed Inequality, Marie Hicks explores the story of labor feminization and gendered technocracy that undercut British efforts to computerize. That failure sprang from the government's systematic neglect of its largest trained technical workforce simply because they were women. Women were a hidden engine of growth in high technology from World War II to the 1960s. As computing experienced a gender flip, becoming male-identified in the 1960s and 1970s, labor problems grew into structural ones and gender discrimination caused the nation's largest computer user—the civil service and sprawling public sector—to make decisions that were disastrous for the British computer industry and the nation as a whole.Drawing on recently opened government files, personal interviews, and the archives of major British computer companies, Programmed Inequality takes aim at the fiction of technological meritocracy. Hicks explains why, even today, possessing technical skill is not enough to ensure that women will rise to the top in science and technology fields. Programmed Inequality shows how the disappearance of women from the field had grave macroeconomic consequences for Britain, and why the United States risks repeating those errors in the twenty-first century.",,,,en,,,,,,,,,,,342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Book,"Sahoo AK,Purkayastha B",,Routledge Handbook of Indian Transnationalism,,,2019,,,,"Satyam, Shivam, Sundaram: Mapping the intersection of Brahminical Patriarchy and the Organizational Culture of South Asian Technology Workers",,,,,Routledge,,,,,,,,,2019,,9.78114E+12,,,,,https://play.google.com/store/books/details?id=z2Q2vwEACAAJ,,,,,,"This book introduces readers to the many dimensions of historical and contemporary Indian transnationalism and the experiences of migrants and workers to reveal the structures of transnationalism and the ways in which Indian origin groups are affected. The concept of crossing borders emerges as an important theme, along with the interweaving of life in geographic and web spaces. The authors draw from a variety of archives and intellectual perspectives in order to map the narratives of Indian transnationalism and analyse the interplay of culture and structures within transnational contexts. The topics covered range from the history of transnational networks, activism, identity, gender, politics, labour, policy, performance, literature and more. This collection presents a wide array of issues and debates which will reinvigorate discussions about Indian transnationalism. This handbook will be an invaluable resource for academics, researchers, and students interested in studying South Asia in general and the Indian diaspora in particular.",,,,en,,,,,,,,,,,290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Book,Carey JW,,"Communication as Culture, Revised Edition: Essays on Media and Society",,,2008,,,,Theory and History of Media Technology,,,,,Taylor & Francis,,,,,,,,,9/19/2008,,9.7802E+12,,,,,https://play.google.com/store/books/details?id=hZO1Xmus5_AC,,,,,,"James W. Carey maintains that communication is not merely the transmission of information; reminding the reader of the link between the words communication and community, he broadens his definition to include the drawing-together of a people that is culture. The revised edition of this classic textaincludes a new critical foreword by G. Stuart Adam that explains Carey's fundamental role in transforming the study of mass communication to include a cultural perspective and connects his classic essays with contemporary media issues and trends. This edition also adds a new, complete bibliography of all of Carey's writings.\"","","","",en""",,,,,,,,,,,205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Book,Zelizer B,Zelizer B,Explorations in Communication and History,,,2008,,,,Theory and History of Media Technology,,,,,Routledge,,,,,,,,,10/27/2008,,9.78114E+12,,,,,https://play.google.com/store/books/details?id=gKCUAgAAQBAJ;https://books.google.com/books?hl=en&lr=&id=gKCUAgAAQBAJ&oi=fnd&pg=PP1&dq=Explorations+Communication+History&ots=SPttO4bIfj&sig=QW-x8IjjtO42mmF9ZtQX4D2LhaY;https://doi.org/10.4324/9780203888605;https://doi-org.myaccess.library.utoronto.ca/10.4324/9780203888605,,,,,,"When and how do communication and history impact each other? How do disciplinary perspectives affect what we know? Explorations in Communication and History addresses the link between what we know and how we know it by tracking the intersection of communication and history. Asking how each discipline has enhanced and hindered our understanding of the other, the book considers what happens to what we know when disciplines engage. Through a critical collection of essays written by top scholars in the field, the book addresses the engagement of communication and history as it applies to the study of technology, audiences and journalism. A comprehensive introduction by Barbie Zelizer contextualises these debates and makes a case for the importance of disciplinary engagement for teaching as well as research in media and cultural studies and each section has a brief introduction to contextualise the essays and highlight the issues they raise, making this an invaluable collection for students and scholars alike.",,,,en,,,,,,,,,,,240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
